timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2023-02-08,209.24,210.96,208.25,209.48,209.48,1425768,0.0000,1.0
2023-02-07,209.71,210.64,205.94,209.91,209.91,1822296,0.0000,1.0
2023-02-06,213.0,214.47,209.19,210.59,210.59,1890037,0.0000,1.0
2023-02-03,212.24,215.94,211.4234,214.67,214.67,2255091,0.0000,1.0
2023-02-02,209.28,217.385,209.28,214.5,214.5,3836529,0.0000,1.0
2023-02-01,193.1,204.06,192.56,202.11,202.11,5262068,0.0000,1.0
2023-01-31,184.5,193.95,184.39,193.86,193.86,2423172,0.0000,1.0
2023-01-30,188.05,188.55,183.59,184.08,184.08,2091759,0.0000,1.0
2023-01-27,189.79,193.17,189.6101,190.56,190.56,1435920,0.0000,1.0
2023-01-26,188.9,190.31,186.8,190.14,190.14,1045755,0.0000,1.0
2023-01-25,186.71,188.32,185.85,187.81,187.81,1020614,0.0000,1.0
2023-01-24,189.78,192.15,188.78,189.25,189.25,1238866,0.0000,1.0
2023-01-23,187.2,192.2898,186.31,191.15,191.15,1642266,0.0000,1.0
2023-01-20,185.18,186.98,184.218,186.88,186.88,1595873,0.0000,1.0
2023-01-19,185.94,186.86,183.64,184.23,184.23,1321238,0.0000,1.0
2023-01-18,188.22,191.7099,187.52,187.67,187.67,1337994,0.0000,1.0
2023-01-17,187.96,188.5,186.05,188.13,188.13,1853546,0.0000,1.0
2023-01-13,190.45,191.0,188.21,188.63,188.63,1343863,0.0000,1.0
2023-01-12,192.13,193.14,190.45,191.89,191.89,1560732,0.0000,1.0
2023-01-11,189.99,193.91,189.99,192.2,192.2,1913178,0.0000,1.0
2023-01-10,188.64,189.92,186.495,188.74,188.74,1694376,0.0000,1.0
2023-01-09,185.78,192.14,185.69,189.74,189.74,2894256,0.0000,1.0
2023-01-06,182.37,186.46,180.88,185.77,185.77,2039639,0.0000,1.0
2023-01-05,179.65,181.88,178.34,181.28,181.28,2441705,0.0000,1.0
2023-01-04,179.0,183.05,178.97,181.45,181.45,2286168,0.0000,1.0
2023-01-03,174.97,177.59,174.53,177.27,177.27,2193929,0.0000,1.0
2022-12-30,173.93,175.1599,171.55,173.2,173.2,1558536,0.0000,1.0
2022-12-29,173.84,176.87,173.61,175.55,175.55,1363011,0.0000,1.0
2022-12-28,177.14,177.61,173.02,173.05,173.05,1705229,0.0000,1.0
2022-12-27,175.72,177.99,175.1,177.05,177.05,1936799,0.0000,1.0
2022-12-23,175.71,179.06,175.51,175.93,175.93,3035904,0.0000,1.0
2022-12-22,168.05,175.77,167.63,175.69,175.69,5122853,0.0000,1.0
2022-12-21,174.54,174.78,168.1605,169.99,169.99,7904800,0.0000,1.0
2022-12-20,167.92,168.51,162.61,164.35,164.35,5451448,0.0000,1.0
2022-12-19,170.29,171.71,167.03,168.78,168.78,2783770,0.0000,1.0
2022-12-16,172.41,173.685,169.59,171.72,171.72,3383692,0.0000,1.0
2022-12-15,175.12,176.2999,171.77,173.17,173.17,1802809,0.0000,1.0
2022-12-14,176.37,180.93,175.81,178.07,178.07,1611665,0.0000,1.0
2022-12-13,183.69,184.39,175.59,176.88,176.88,2754324,0.0000,1.0
2022-12-12,172.08,178.225,172.08,177.37,177.37,2461604,0.0000,1.0
2022-12-09,170.15,174.83,170.15,172.33,172.33,1475223,1.1500,1.0
2022-12-08,171.29,174.66,170.51,171.91,170.770407539774,2229569,0.0000,1.0
2022-12-07,172.27,174.29,171.69,172.28,171.137954807471,1500178,0.0000,1.0
2022-12-06,176.44,176.57,171.09,173.05,171.902850472677,2064145,0.0000,1.0
2022-12-05,179.55,179.92,176.31,176.6,175.429317500576,1560719,0.0000,1.0
2022-12-02,178.16,182.46,177.081,181.41,180.207431980632,2060261,0.0000,1.0
2022-12-01,182.0,183.55,179.87,180.45,179.253795826608,1562454,0.0000,1.0
2022-11-30,177.02,183.06,176.75,182.22,181.012062485589,5014486,0.0000,1.0
2022-11-29,174.74,178.45,174.32,177.82,176.641230112981,1663144,0.0000,1.0
2022-11-28,175.75,176.24,171.89,173.21,172.061789831681,2656980,0.0000,1.0
2022-11-25,177.25,177.77,176.01,176.7,175.528654599954,445291,0.0000,1.0
2022-11-23,175.81,176.89,175.27,176.36,175.190908462071,1758209,0.0000,1.0
2022-11-22,174.91,176.8599,174.55,175.67,174.505482476366,1457323,0.0000,1.0
2022-11-21,173.93,175.16,172.87,173.64,172.488939359004,1385589,0.0000,1.0
2022-11-18,174.0,175.14,172.105,174.72,173.56178003228,1845945,0.0000,1.0
2022-11-17,169.0,171.64,167.2,171.54,170.402860272077,1641232,0.0000,1.0
2022-11-16,174.0,175.62,169.56,170.77,169.637964606871,2388355,0.0000,1.0
2022-11-15,176.61,179.51,173.65,176.26,175.091571362693,5216928,0.0000,1.0
2022-11-14,174.52,178.89,174.52,174.76,173.601514872031,2990576,0.0000,1.0
2022-11-11,166.89,176.8986,166.24,175.61,174.44588021674,4436491,0.0000,1.0
2022-11-10,162.7,167.54,162.7,166.0,164.899584966567,3783073,0.0000,1.0
2022-11-09,158.0,161.13,157.62,158.04,156.992351856122,2257448,0.0000,1.0
2022-11-08,160.0,163.29,157.33,159.54,158.482408346783,3602704,0.0000,1.0
2022-11-07,157.9,159.68,157.04,159.24,158.184397048651,1711987,0.0000,1.0
2022-11-04,157.22,158.9,154.1,156.66,155.621499884713,1473866,0.0000,1.0
2022-11-03,153.0,156.2,151.3401,154.92,153.893034355545,6053192,0.0000,1.0
2022-11-02,156.78,160.2,154.32,154.56,153.535420797786,2282973,0.0000,1.0
2022-11-01,161.95,162.55,156.71,158.19,157.141357505188,2199530,0.0000,1.0
2022-10-31,159.02,162.2341,158.62,160.28,159.217502882177,1910978,0.0000,1.0
2022-10-28,157.54,160.53,155.77,160.37,159.306906271616,2568592,0.0000,1.0
2022-10-27,158.94,160.3,156.63,156.91,155.869842633157,1646805,0.0000,1.0
2022-10-26,156.38,159.165,155.58,157.96,156.91288217662,3735467,0.0000,1.0
2022-10-25,155.89,157.33,154.85,155.8,154.767200830067,3077715,0.0000,1.0
2022-10-24,152.19,156.485,151.43,154.76,153.734094996541,2857599,0.0000,1.0
2022-10-21,150.19,153.86,149.64,153.23,152.214237376066,6074852,0.0000,1.0
2022-10-20,152.95,155.4,149.865,150.14,149.144721005303,3652115,0.0000,1.0
2022-10-19,155.72,156.7,151.56,152.96,151.946027207747,3433675,0.0000,1.0
2022-10-18,160.69,161.42,155.06,156.3,155.263886326954,3136227,0.0000,1.0
2022-10-17,158.28,159.87,155.3969,156.98,155.939378602721,3187014,0.0000,1.0
2022-10-14,156.88,158.41,154.91,156.96,155.919511182845,2270567,0.0000,1.0
2022-10-13,150.44,158.04,148.93,156.25,155.214217777265,2993360,0.0000,1.0
2022-10-12,152.07,155.04,151.6506,152.89,151.876491238183,2468326,0.0000,1.0
2022-10-11,151.53,154.59,151.08,152.08,151.071860733226,6045750,0.0000,1.0
2022-10-10,155.89,156.45,152.15,153.21,152.194369956191,5310630,0.0000,1.0
2022-10-07,152.51,154.595,148.96,154.41,153.38641514872,7783543,0.0000,1.0
2022-10-06,156.4,158.0,154.815,155.19,154.161244523864,4254563,0.0000,1.0
2022-10-05,155.24,158.94,154.54,156.87,155.830107793406,7169319,0.0000,1.0
2022-10-04,155.19,159.61,154.45,159.12,158.065192529398,10089366,0.0000,1.0
2022-10-03,150.12,152.66,147.98,151.46,150.455970717086,2701230,0.0000,1.0
2022-09-30,150.95,153.37,148.34,148.47,147.4857914457,3642581,0.0000,1.0
2022-09-29,147.9,152.61,147.18,152.31,151.300336061794,5199166,0.0000,1.0
2022-09-28,145.72,151.11,144.7397,149.99,148.995715356237,4959216,0.0000,1.0
2022-09-27,143.5,145.59,141.9193,144.95,143.989125547614,4466424,0.0000,1.0
2022-09-26,148.47,150.84,142.402,142.9,141.952715010376,5698230,0.0000,1.0
2022-09-23,149.77,152.9397,146.65,149.33,148.340090500346,7195459,0.0000,1.0
2022-09-22,152.62,160.66,150.34,154.54,153.515553377911,10183165,0.0000,1.0
2022-09-21,157.17,159.1399,153.25,153.25,152.234104795942,5491647,0.0000,1.0
2022-09-20,161.17,161.19,157.05,157.4,156.356594420106,5372145,0.0000,1.0
2022-09-19,160.0,165.35,159.5,162.9,161.820134885866,9425023,0.0000,1.0
2022-09-16,159.31,161.84,155.0,161.02,159.95259741757,34201871,0.0000,1.0
2022-09-15,204.6,206.16,203.22,204.87,203.511915494582,3080216,0.0000,1.0
2022-09-14,204.71,205.4599,200.91,205.01,203.65098743371,1510739,0.0000,1.0
2022-09-13,208.89,210.27,204.1,205.34,203.978799861656,1589753,0.0000,1.0
2022-09-12,210.26,215.83,210.26,213.84,212.422453308739,2278883,0.0000,1.0
2022-09-09,204.8,209.57,204.537,209.07,207.684073668434,1739658,0.0000,1.0
2022-09-08,200.68,203.01,197.56,202.87,201.525173507033,2474681,0.0000,1.0
2022-09-07,201.4,202.365,196.89,201.62,200.283459764814,3098789,0.0000,1.0
2022-09-06,204.99,206.9,202.33,204.17,202.816555798939,2349388,0.0000,1.0
2022-09-02,214.2,214.41,207.23,208.72,207.336393820613,1422956,0.0000,1.0
2022-09-01,209.45,212.095,206.97,211.86,210.455578741065,1582406,1.1500,1.0
2022-08-31,214.43,214.9899,210.42,210.81,208.281961196207,1718167,0.0000,1.0
2022-08-30,218.34,218.989,212.6116,213.48,210.919942489285,1420398,0.0000,1.0
2022-08-29,216.2,218.44,214.74,216.73,214.130968407826,1210987,0.0000,1.0
2022-08-26,228.38,229.4,218.02,218.16,215.543819811984,1548001,0.0000,1.0
2022-08-25,226.82,228.9749,225.01,228.03,225.2954585246,1163926,0.0000,1.0
2022-08-24,224.88,227.41,222.9,226.06,223.349082813977,1104331,0.0000,1.0
2022-08-23,223.34,226.342,222.95,225.26,222.558676434028,1021231,0.0000,1.0
2022-08-22,227.38,227.9,222.9,223.57,220.888942956387,1867290,0.0000,1.0
2022-08-19,234.17,234.54,230.24,231.73,228.951088031863,1259308,0.0000,1.0
2022-08-18,233.24,235.4,232.0,234.87,232.053433073161,993926,0.0000,1.0
2022-08-17,235.42,236.81,232.84,233.42,230.620821509504,1190691,0.0000,1.0
2022-08-16,233.14,240.9,232.66,238.22,235.363259789196,2189538,0.0000,1.0
2022-08-15,229.04,234.18,228.95,233.21,230.413339834768,1575904,0.0000,1.0
2022-08-12,230.07,230.74,227.855,230.68,227.91367965818,1680693,0.0000,1.0
2022-08-11,233.49,234.0,228.5,229.24,226.490948174273,2041696,0.0000,1.0
2022-08-10,229.82,234.55,229.01,232.45,229.662453773816,2185850,0.0000,1.0
2022-08-09,227.92,227.92,222.86,224.97,222.272154121297,1934242,0.0000,1.0
2022-08-08,236.0,236.155,228.54,229.02,226.273586419787,1860623,0.0000,1.0
2022-08-05,234.66,238.87,233.5,234.89,232.07319323266,1507481,0.0000,1.0
2022-08-04,233.79,236.31,233.35,236.1,233.268682882332,1082933,0.0000,1.0
2022-08-03,234.85,236.09,231.73,233.19,230.393579675269,1039883,0.0000,1.0
2022-08-02,235.88,236.635,231.53,233.27,230.472620313264,1428681,0.0000,1.0
2022-08-01,232.06,239.74,232.0,237.7,234.849495642229,1906028,0.0000,1.0
2022-07-29,229.12,233.98,225.87,233.09,230.294778877775,2013773,0.0000,1.0
